arousal,valence,happy-face,anger-face,sad-face,fear-face,surprise-face,disgust-face,control,fairness,self-relativity,other-relativity,expectedness,novelty
7172,33759.5,33361,23169.5,10137.5,2200,29291,25081,1345.5,29101,18527.5,13446.5,14222,26551
31668,32002,17143.5,14944,16294.5,13750.5,241.5,14938,17733,6360.5,27235.5,28050,6711.5,24139
9686,24522.5,20317.5,28185.5,30568,18384,14249,26962.5,11732,26544.5,7190.5,16152,18059,10161.5
2504.5,31105,20100,35945.5,26424,29297.5,35946.5,34702,26784.5,21138,21029,27532,12936,3856.5
8637,20783,32946.5,21330,7210.5,21647.5,7714.5,30238.5,15805.5,26821,7455,20097.5,34732.5,1132.5
15369.5,29143.5,14421,25134,19021,28905.5,33920,21602.5,24470.5,25744.5,26701.5,20345,17128,7036.5
6324.5,1019,2211.5,15228,11325,17784.5,25340.5,19481,26299.5,5650,13343.5,14941,27291,35470
26377,4087,3858,22083,5924.5,12006,21424.5,26321.5,18625,665.5,21921.5,27038,9099,13926.5
25554,26005.5,13969.5,12856,21342,7313.5,857.5,18224,19965.5,10604,26487,26700.5,8610.5,3351.5
9799.5,20909.5,7266,36267,16486,34936.5,33782,36286.5,17766,7862.5,24908,34414.5,29952.5,27088
34955.5,35500.5,29164.5,5363.5,12143,28364,6139,7681.5,17533.5,30848,22418,25575.5,16096,11122
29398.5,17621.5,5242,12914.5,30665.5,29548,27574,17421.5,29640,2485.5,8692,32368.5,35708,4248.5
25538,23071,7952.5,32820.5,26524.5,22275.5,6105.5,33200.5,36184.5,3889.5,27776.5,33073.5,23135.5,23124.5
7726,7050,9593,12994.5,6789,7395,14604,25695,4400.5,19250.5,16335,23735.5,24448.5,11100
650,29991,15557.5,31176,16155,34681,33210.5,34668.5,27349,15486.5,29221.5,31128.5,32606.5,8665.5
28494,33181,31880,21217.5,19432.5,28540,9562.5,22716,22214.5,35919,21650,14542.5,12236,20715
18983.5,31687.5,18480,28354,25608.5,27649,19134,31872.5,9603,23212,17447.5,31066,9417.5,29217
5743.5,18010.5,35136,21933.5,11815.5,12576.5,29745.5,18600,230.5,35829,9626.5,1302.5,29248,7592.5
30363.5,8326,9051.5,15367,9547,10115.5,34589.5,18457,12208.5,15751.5,16449,21917.5,13040,34355.5
26224.5,24951,14270.5,30603.5,25451,35854.5,18730.5,33566,5366,22881.5,16113.5,26466,2004.5,24592
29648,36372,34896,25735,16163,25211.5,14728,29381,1359.5,29124,36180.5,33936.5,2657,1819
19195.5,35170.5,35874,25240,16471.5,24317.5,30023,29687,16844,8986.5,21593.5,13712,33944,17992.5
28689,27416.5,21711,27248.5,5970.5,18993,26685,33279.5,390.5,16432.5,17106,29162,20337,1767
4721.5,33279,10628.5,32660,33803,33153,34850,31272.5,7680,28672.5,24694.5,22915.5,13172,13634
30839.5,25178.5,26601,9259.5,12291,8270.5,10281.5,6666.5,8806,14813.5,10698.5,17358.5,20356.5,6497.5
29657,35560.5,26970,8205.5,32012,30667.5,724,6083.5,17520.5,19844,16207.5,24263.5,3369.5,16204.5
28768,11707.5,4071,25139,20637,16597,26725.5,28793,3800.5,3679.5,22547.5,33089.5,10061,22162.5
33803.5,27371,33796,8130,6784,4980,17262,13318,15246,4451.5,12235,31741.5,10248,22366.5
26674,3057.5,2876.5,17485.5,2841,920.5,7463,26008.5,1755,3283.5,27404.5,25125.5,9657.5,191
4144,26410.5,32867.5,26176,21825.5,17205.5,18260,32531.5,2972,31616.5,9146,12770.5,19955.5,6221.5
34744,36791,32931.5,8261,8291,11631,2387.5,13534,31218,32742.5,24323,35872,6574.5,30841
28352.5,14422.5,8773.5,20647.5,6603,17161.5,16672,28322.5,12840.5,17900,11122.5,32718.5,24340.5,9557
14954.5,27802.5,34438.5,14316,15161.5,21971,23571.5,21534.5,12526,30502.5,11653,23380,5139.5,1854
15211.5,17318.5,8599,29032,5797,31662,16560.5,29640.5,22461,5069.5,33087,34692,13953.5,412
18705,26476.5,17333.5,31621,19021,26912,18661,34624,8425,8228.5,15008.5,35684,28123,2002.5
17683.5,26361.5,21701,10462,20631,23829,12857,18833.5,34002.5,18146,1652.5,31781.5,11089.5,5167
9388,5673,4970.5,20979,5675,21064,29510.5,22835,31496.5,16618.5,20339,23110.5,28469.5,25011
25463.5,29120,31865,10921.5,13517.5,8242,4543.5,11268,18342.5,7524,22734,14475.5,22878,34833.5
7030.5,23095,15532.5,31356,33851.5,34459.5,7814,31591.5,35697.5,9785,15201.5,28093.5,20368,27680
14377,4987,9566,16100,8747.5,571,11468,12603.5,23124.5,9287,26121.5,17511,11921,3756
23041.5,15870.5,13928,18076,3969.5,17918.5,22432.5,26249,6799,10688,22873.5,34596.5,13801,1500.5
16995.5,17802.5,14727.5,17321,15810.5,27825,7586,24785,4775.5,15569,5223,28119.5,34605.5,1447
21915,8056.5,6681.5,21754,16867.5,15589.5,21994,24166.5,17921.5,22158,10064,16089,15894.5,8242
4,18554,21162,27568,29205,35269,5411.5,22823.5,35187.5,31394.5,14291,9914,14751.5,16168.5
9545.5,28892.5,31280.5,31825,19356.5,24860.5,32685,34419.5,120,36241,5408,19339.5,19295,10297
16539.5,14888.5,3105,30894,27297,25641.5,6787.5,32141.5,25213,7401.5,29195,24836,13227.5,35096
21915,26678,14224,35874,34974.5,18555.5,25067.5,35727.5,13559.5,20066,25358.5,21370.5,34253.5,3548.5
10067,34956,31652,22180.5,25770.5,23909.5,6105.5,22604.5,18171.5,23368.5,32537.5,24233.5,19471,34651.5
6567.5,16701,16961.5,21559,27591.5,27728.5,27781,25695,15654,26564,15592.5,14293,32445.5,14605
28750.5,19868.5,13436.5,5757.5,4791.5,12787.5,16045,10940.5,7439,5733.5,4786,22135,28767.5,14037.5
16489,27085,25960,33974,9455.5,15648.5,17283.5,33769.5,7162,16297.5,25105,19068,34253.5,14493
28590.5,2036.5,8392.5,5825,4823.5,385,17924.5,3399.5,1701,15009,20617.5,8048,5188,23570.5
24118.5,19848,10768,8967,12339.5,28284,15743,14759.5,9336.5,7628,18827.5,13292.5,32241.5,11277
10818.5,3531.5,5579,4380.5,2725.5,4864.5,10839,5035.5,10402,5012.5,14323.5,19790.5,14372,6265
25592,26465.5,23604.5,19557.5,23939,3038.5,12541.5,15065,26058,29385.5,24755,17581.5,2425.5,20483
14302,31687.5,29857,32047.5,16412,15743.5,35481,33134.5,8788.5,29819,13370.5,13900,30336.5,13135.5
32275.5,3995.5,5410.5,1340,15324.5,4671.5,9700.5,2576,13089,4405.5,18143,26844.5,2801.5,20041.5
16331.5,11404.5,23319.5,23059,15046,13880.5,27441,28828.5,2057.5,25984.5,6870,13725,11461.5,7725.5
6446,23267.5,21753.5,21430.5,26531.5,27118,29712,17793.5,8469,25744.5,16933,4920,25222,21322
31631,11647.5,25794,13104,6256.5,26406,25323,11805,11968,11948,7803.5,13226.5,19287.5,4979
34978,7664.5,13979.5,17694.5,1533,22321,33384.5,18747.5,15313,24228,17693,31351.5,3583.5,444.5
34215.5,34015,25879,19433.5,18169,25302,30421,23953.5,12971.5,16854.5,11745,35391,28633,7012.5
29182.5,25909,18788.5,7768,14428.5,14176,12865.5,13181.5,16121,6296.5,11918,22239,29952.5,21732
16952.5,34953,33808,10471.5,26680.5,26057,30786.5,21564.5,3884.5,33947.5,33382,29688,6835.5,10440
2098.5,24155,33763.5,30833,12057,18463,28614,32024.5,7391,34855,13946.5,15679,24155,3730
13028.5,4143,8792,2644,8979.5,30002.5,28898.5,5218,19803,19359,8366.5,13113,36090,20996.5
24487,32718,23003,12987.5,32046,28248.5,14618,14456.5,22814,35333,23396.5,13093.5,20802,15975.5
14081.5,9390,17248.5,12968,1881,2302.5,12445.5,19834.5,10,7765.5,6087,16741,20396.5,17889
8905.5,27859,19430,34334.5,22436,24693,18632,34751,18920.5,34293,34841,30536,26892.5,382.5
8756.5,13303.5,17433.5,35122.5,11956.5,31963,32747,35626,12400,7222,3139,12404.5,31708.5,7805.5
5135.5,17100.5,32903,24533.5,14443,22366.5,23166.5,25328.5,456,35962,8860,5489.5,21096.5,15669.5
15625,22161.5,10048.5,31512.5,28173.5,29345.5,35032.5,30303.5,36760.5,11642.5,18674.5,34113,27940.5,29844.5
9784.5,19154,18968.5,33085.5,16081.5,8622,27319.5,28549.5,5303,25966.5,18890.5,9269.5,22141,24478.5
27459,13421,11764.5,19493,25131,4671.5,31149.5,21184.5,18867.5,9616.5,15667,16634,25574,34019
33993,31125,28618.5,19940.5,10045.5,8667,7346.5,18725,15330,5219.5,18100.5,29716,22603,5879.5
16581,30747,26957,36382,22443.5,29660,22364.5,36135,4059,25159,23449.5,26831.5,23367,169
20557.5,30584,30394,5366,5533.5,5373.5,23280.5,9326.5,4325.5,14089.5,360,10870.5,36410,32812
9676,6893.5,7382.5,19552.5,28839,33528.5,33974.5,20257,2311,28631.5,29492.5,18407.5,11634,5601.5
16236.5,35130,34807.5,25080.5,22884.5,18606,12301,26364.5,13309,21167.5,24330,25462,32267.5,10708
3454,15996,27749.5,30292,3270.5,21409.5,15193,33691.5,7154,8461,23474.5,22988,13221.5,4647
32498,9480,1214.5,32094.5,27930,30389,17427.5,33429.5,36299,1080,21131,30188.5,24419.5,24941
12591.5,21953,23503.5,28235.5,19163.5,25462.5,31219,27207,3754,21080,10930,20622.5,8058.5,4568.5
22523.5,28564.5,27208.5,28124.5,7985,19184.5,23494,31753.5,7890.5,16777.5,30204.5,36166.5,5059.5,1652
28840,34726,24586.5,4908.5,22198.5,31980,2209.5,7388,32396.5,28328,22103.5,23465.5,35304,36339
20032.5,35396.5,36321,20776,24523.5,32900.5,14004.5,27450.5,8408.5,32827.5,14197.5,20496,30278,33499.5
18944.5,36514,34794,11694.5,36755,31535,2869,20824.5,33766,35013,11192.5,20510.5,21667.5,31503.5
24493,29849.5,9829.5,12333.5,21835,32923.5,12973,17499.5,28818,11405.5,17915,27800.5,28182.5,20541.5
35831,14025,13613,5305.5,3732,14429.5,21483.5,7557,13926.5,7634.5,8425.5,21844.5,6478,1248
3286.5,10563,27763,19252.5,2319.5,6624,29931,24600.5,3543.5,12145,1709,7919,25222,2468.5
23268,30557,15302.5,18342,15744,16956.5,22729,21243,19786.5,32528,28776.5,35335,8270.5,25988
22751,17136,16802.5,33458.5,7599.5,9416,35068.5,34911,10680,7244.5,25121,35712,681.5,272.5
17088,6778.5,7339.5,21114,6485.5,13486.5,18372.5,28501.5,1168.5,3018.5,26080,30941,6415,4470
22267.5,10315.5,16200,19433.5,14123,21714,13066,22293,23296,34455,34573,30239,8780,14568.5
31353.5,36036,19914,8440,30623,33127,7379.5,14247,16844,36500.5,8124,33793,13140.5,18370
10152,18063.5,13683,24744,15880,19122.5,7636,23012,15176,15617,19563.5,16591.5,27826,10708
3389,36646,36105,20979,20433.5,32106.5,3927.5,29810.5,5025,18552,2526.5,18549,21637.5,22448
11437,12408.5,13705,8493,7460.5,15753,16871,15697.5,627,7244.5,8530,15776.5,21026.5,5318.5
29856,30976.5,34617,4404,8144.5,10452,9302.5,3852,32252,20954,24731.5,23884.5,2984.5,36725
18081.5,11451,19096.5,18509,10491.5,5148.5,22856,20746.5,822,13329.5,25546.5,15390,10531,9968
30624.5,14712,28651.5,11170.5,1282.5,10362,13216.5,14673,15176,25216,26591,32189,2030,14146
26491,29839,18756,33873,6313.5,5902,34178.5,35259.5,916.5,9038,25017,31042.5,11972,9881.5
32084,36076,29602,12288,27200,19921,19174.5,16155.5,35363.5,17992,21788.5,29610.5,19318,36693.5
36580,35153.5,35090,12555.5,23079,10595.5,8927,6281.5,18015.5,35074.5,36396.5,29323,49,916
30309.5,15560,13509,35290.5,12903,5095.5,27019.5,35323,13607.5,21627,15711,17439,16489,15555.5
12397,4576,4669.5,24240,20667.5,26580,12926,28402.5,29220.5,6677.5,18134.5,33243,24177.5,8893
3916.5,11170.5,29186,11323,4078.5,23677.5,32092.5,14196.5,3813,23454,1012,11772,35177,201
6299,2038.5,1172,26375,19703.5,18336,28429.5,26748.5,4059,3071.5,25851.5,24325.5,6731,17823
25915,2151,1229.5,28538.5,15090.5,21647.5,22544,25898.5,32430,875,32744,36193,22529,15555.5
20470.5,7491,4456,34386,34430.5,32558,33912.5,35187.5,34138,5795,34082,35858,35057.5,7447.5
28260,22184,18747,3206,20615,21702.5,13622,9433.5,18398,25657.5,19399,18732,15519,33518.5
1856.5,11637,29602,32201,12046,13533,21254,32829.5,1062,23284.5,16602,14587.5,21096.5,4013
2846.5,8122,15613.5,21731,3746.5,9553,24561.5,29621.5,3711,9968,2186.5,14213,21695,10048
4708.5,22265.5,21358,32263.5,26424,24247,4239,31159,19057.5,15444,22204.5,28596.5,16624.5,21051
463,14167.5,18174.5,29902,22284,14962,2841,26891.5,21072.5,19984.5,8820.5,3897.5,24548.5,25860
23395,17911,13532.5,3654.5,6082.5,479,4382,2422,24703.5,21520,25682,14844.5,27230,29303
11353.5,28106.5,14297,27348.5,28157,35089,27186,29363,10980,16080.5,11424.5,15141.5,35148.5,15994.5
13213.5,13082,8849.5,31654.5,2268.5,34527.5,27730.5,33729,11076,5254.5,3706,29905.5,25191.5,6926
12970.5,33387.5,14811,34084,32753.5,8754,1128,33885,24065,18305.5,27269.5,23646.5,5037.5,35696
22710,28247,8072,21145.5,33693.5,29613,34171,26702.5,15790,20198,15990.5,31774,28132.5,34934.5
21599.5,17555,27640,33897,6480.5,26767,23309,34982,3166,17811.5,1040,11215.5,30491,20105
10420,17129.5,8320,36481,34806,25573,1759.5,36119,26645.5,1894,25489,22540,20284,30425
6561,17404,28875,27202,15559.5,19320.5,29452.5,22001.5,9022,20800.5,21833.5,2084.5,14433,28414.5
33095.5,34711,18927,2423,9743.5,35435.5,24587,6885,32204,28032,19657,28243,36862,18143
27672.5,27980,29510.5,11466,2645,9797.5,26574.5,17805,12578,24787.5,18227,25421,747,14688.5
13707,19598.5,10739,4205.5,9918,30124,29755,8189.5,16092,22835,12053.5,19892,20387,31203.5
25102,34990.5,22326.5,22763.5,34131.5,29556.5,5086.5,26653,35187.5,14636,12175,25131.5,31096.5,18342.5
7642.5,9837,18637,32144,6776.5,30613.5,26685,34184.5,8351.5,15825,11684.5,15527,16473.5,1107
31134,12511,8961,32216,1839.5,29870,28498,33779,3540.5,6291,32519.5,36759,34101.5,2680
23689,11714,11253,24419.5,19544.5,18010.5,32257,26871,5155,15326,28539.5,23276,10679.5,28228
6461.5,7028.5,6131,7044.5,6889,23870.5,30394,12569.5,13138.5,3373.5,10409,16688,29551,18068.5
1320,19953.5,5827.5,27940,36684,29984.5,30804,33195.5,36330.5,23479,25520.5,18274.5,36685,33544
7794,16734.5,10388.5,30780.5,27247,30229,35377.5,29898,11039.5,24004.5,19279,18365,36061,19096
34568.5,16815,13150,18666,7384,28905.5,14753,27430.5,4008,15894.5,16144,35226.5,23985.5,26349.5
19769,33656.5,33454.5,21979.5,30755.5,16698.5,7944,12738.5,22385,29776.5,28416.5,19114,1522.5,14140
8048.5,14397,25132.5,26615.5,4620.5,7286,31206.5,24938.5,8278,28494.5,11306,9921,23119,14073
19228.5,15262.5,22617,25787,2456,7878.5,22955.5,32473,1632.5,11138,8082.5,19867,4988,2432
34089.5,33605.5,31509.5,24520.5,16862,16890.5,12781,30704,14760.5,31208.5,29944,31623.5,22830,26460
17610,15294.5,24643,30143.5,8651.5,31352,22720.5,29817.5,10557.5,30855.5,17568,21922.5,14189,4052
30890,12554,19745.5,6931.5,5364,6905,14028,11905,16891.5,32317.5,23218,29051.5,5704,2345
35967.5,13581,21019,16949.5,1199.5,3734,11520,25751.5,8956.5,5173,10259,31714.5,11139,1795.5
791.5,12062,23981,33390.5,26600,11361,9065,29407,14191.5,17009,20675.5,7833,26066.5,14503
23752.5,35408.5,31304,9526,23939,36038,7255,11776,3833.5,34601.5,29261.5,25149,11442,20024.5
23524,25504.5,30383,25288,22132,30361,29242.5,25732.5,8710.5,34818.5,11827,15167,14640,12946.5
11773.5,23868,15367,33258,6789,28401.5,4624,31722.5,15752.5,24028.5,18970.5,29606.5,23398,1451
1694,23501,21671,19642.5,17491.5,27669,31566.5,24014,19231.5,13058.5,12999.5,16081,25332,2082.5
11291.5,21528,11833,28455.5,23155.5,16857.5,35515.5,30049.5,19067,14841.5,4591.5,18274.5,36587,29000.5
11019,9390,13712,18525,1670,4182.5,19757,25972.5,11259,8280.5,19066,29664.5,34891,5332.5
30552.5,26100.5,17143.5,25653,33251,16013.5,3556.5,29457,19045.5,22854,25383.5,35926,1784.5,25152
23425.5,5443.5,950,35190,33645,29448,31441.5,35345,22421,3650.5,29402.5,35369,35127,8296
22321,13185.5,8810.5,23443,25499.5,27710,35347.5,25342,14282.5,27756.5,10479,13207,31868,30341.5
36607.5,34680,33480,11729,33398.5,12929.5,768.5,12094,10689,26913.5,10555,18398.5,12158,15902.5
30906,13320,9982,28376.5,31693,15098,4885.5,24841.5,30507,2240,7500,18764,36664.5,32136
8301,30306,21553.5,19762.5,32392,32474.5,7935.5,27826.5,25458.5,30806,25581,19140,13974.5,19290
18189,29439.5,24553.5,16941.5,13639,23418.5,763.5,27340.5,14222.5,13478.5,18048.5,27105,27611,13678.5
1689.5,23491,33415,34356.5,10610.5,26034.5,26527,36112.5,2317.5,22970.5,14659.5,21340,8546.5,20609.5
29,23454.5,19086.5,35210.5,24651,15428,16871,33500,9032,15271.5,11370,7887,21623,26640
34184,10277.5,16838,1440,193.5,5154.5,6659,3381.5,8502,2772.5,3469.5,28062,27991.5,9517.5
16346.5,18415.5,12854.5,29617,23041.5,32147,30165.5,33958,11212.5,23927.5,15145,19406.5,8068,32233.5
17162.5,32704,31830,23015.5,7009,26856.5,28692,28267.5,2534.5,13128.5,15101,34596.5,10337.5,610
18713.5,13924,8154.5,28600.5,36255,18582,16237,26538,32960.5,24236.5,7719.5,13912,4988,14952
16217,36461,33011,36256,22932,24890,35451,35023,4662.5,21873,27372,18236,19642,10930
29902.5,31250,20775,12099.5,17596,20048,279,23793,28236.5,27814.5,13779,33522,21637.5,7733
33794,18746.5,19840,458.5,6059,24386,1089,1351.5,18187,8608.5,878,21672,25370.5,1514
28860,23260.5,17605,33855.5,29874.5,7506,9418.5,34308.5,12438,7577.5,26721,31120.5,11424.5,36288
24440.5,34469.5,26590,22464.5,13054,21934,31723,30731.5,220,32532,12803,31623.5,12320,13439
12743.5,19497,33169.5,8312.5,5899,4697.5,4777,7954,13460.5,16562,6509,8968,19308,17286
8027,29414.5,29934.5,19195.5,24452,21925.5,928,15967,33693.5,20394,32689.5,26257,28217,33328.5
18614.5,23615.5,35440.5,16416.5,3324.5,8552.5,11833.5,22011,2917,35652.5,27030,21503,33030,4455
4824.5,17656.5,7871,36192.5,27124,32404,11481.5,34929.5,12907.5,29303.5,35105,33113,2911.5,248
16012.5,6174.5,5046.5,29219,5008,2393,8686.5,31356,19347.5,797.5,32019,25772.5,8758.5,25089
27006.5,18811,4987,18578,32940,13698.5,2096.5,24541,35275,3917.5,29211.5,32034.5,6656.5,36410
11910.5,21583,11605.5,33273.5,28431.5,11306,3881.5,35420,3936,5886,36140.5,32378.5,3053.5,28283
18728.5,35113.5,24847.5,25547.5,18355.5,18911.5,13012,27446.5,11921,25693,25485,20866,17010.5,19069
1648,12592.5,25918.5,29082,6309,3363.5,31851.5,27446.5,7264.5,24004.5,8418.5,1131.5,26016,15293
19876.5,32174.5,29415,25392,2006,28422,27604,30086,4569.5,12362,8107,33153.5,35548,6838
32459,21477.5,10865,24220.5,12424,35615.5,34023,30657.5,20693,10944,4743.5,26685.5,27265.5,21953
30276.5,22507,19191,6194,7402.5,9992.5,20807,14663,6514.5,20991.5,23928.5,23688,22561.5,9918.5
23518,32440.5,15678,35117,27328.5,27150.5,8315,34641.5,32944.5,33173.5,34871,33342,4143,12141.5
24446.5,35733,31941,11007.5,23366.5,11468.5,6214.5,17091.5,21161,18076.5,18537.5,19527,33274.5,32009.5
21789,35143,26361.5,22107.5,21105,29627.5,31723,29114.5,14176,25878,17416.5,20412.5,21739.5,22171
14542,33769,31419.5,25815.5,35989,17563,15842.5,26275.5,9182.5,32516,29562.5,13216.5,22334,29934
15477.5,24917,30445.5,23044,14493.5,22928,19895.5,25175,1965,28729.5,25631,13991,32585.5,1188
32133.5,32420,23604.5,21071.5,33251,24154,12076,24114.5,4642.5,16956,5704.5,18473.5,14189,28088
11970,23558,19490,22088.5,32021.5,35466.5,20425,31039.5,33426.5,36586,16454,17651,33655.5,15499
19667.5,4538.5,6242.5,31604,33992.5,28511.5,14728,33160.5,36399,6391,5958.5,27115.5,28868.5,33692.5
35500.5,25285.5,19673.5,496,5690,30712,20135,2052,16001.5,26033,3751,21193,28217,9544
3741,26570.5,20911.5,35708,14773,25345.5,30174,35932,3936,4930.5,18179.5,26869,35881.5,5924
8929.5,18735,28191,31214.5,18580,7566,26925,31230.5,722,27086.5,12750.5,13333,1988.5,7627
20741,13590.5,10846,16167,7350.5,2328.5,1684.5,12528.5,19716,9492.5,27983.5,31571.5,1845,2195
29705,29041,30938.5,28050.5,23483,19696,1308.5,17969.5,15729,16151,19803,21007.5,5344,1004.5
18410,18798.5,15346.5,24381,10782,15460.5,36672,25208.5,15612,36276.5,25330.5,25528,33476.5,15002.5
20924,9051.5,14615,19085.5,3561.5,1860.5,25457.5,22969.5,3471,12433.5,30524,26204,1545,197
32181,20524,23589.5,16707,3282.5,5509.5,7059.5,24845,13418,8280.5,5722.5,25640,12047,4577.5
13692.5,24032,23545,26967.5,11439.5,26900.5,10134.5,31999,1356,19267,22536.5,18588.5,35381,20387
24417.5,12255.5,16868.5,13791.5,5949,14995.5,26322,26016.5,1914,7672,13694.5,24944,26206,6142.5
34800.5,27662.5,21688.5,23883,3512,12404,27926.5,24097,2591.5,6440.5,24950,34803,23896,433.5
23344.5,27345.5,20911.5,26186,28363,34810,29077.5,22581.5,23849.5,35708.5,25494.5,20244,32318,14711
15391.5,18139,27720.5,13754.5,245,12146,15291.5,13796.5,6224.5,7830.5,9032.5,20907,19335,5761
10747.5,7128,18019,20623,10162.5,7154.5,30299.5,21374.5,2956,23818,10023.5,6456.5,18908,23658
26504.5,30121,26770,21670.5,15949.5,24184,18738,25283.5,9107.5,18514,16508.5,17912,18772,22049.5
7241,8409.5,13659,27340,17835.5,20074.5,31901.5,27000,13033,29468,20027,14548,34253.5,18875.5
36799,29276,15703,19252.5,16654,26873,6793.5,17917.5,16657.5,10370,32531.5,34612.5,1490,20866
35771,19746.5,11389.5,17747.5,30675,36374,27153,28267.5,31114,14861,1933,35075.5,14422,9367.5
26304,21607.5,10685,31230,12322.5,11514,12549,31238,9908,7907,23888.5,24496.5,24155,19628
19437,23033.5,10123,34360,19021,13560.5,18246.5,35000,17117,13541,26942,30779.5,4766,27643
32627.5,24653,18310,22975,20147,25189,12774.5,25998,28758.5,16994,32979.5,34920,2805.5,7659.5
14326,17404,9010.5,16377,29006,15278,10643,21886.5,6249,18047,24182.5,19928.5,6600.5,2874
25949.5,29774,16709,30949.5,22560,13083,9294,32323.5,20957,25371,17495,20496,20387,29489.5
27332.5,31446,32912,28011.5,18535,21746,5561.5,31884.5,5325.5,12697.5,10511.5,20790.5,21403,1533.5
15599.5,13527,18452.5,28562,18744.5,13336.5,31749,27967.5,5879.5,20732,21253.5,21117,13440.5,3639
26565.5,34388.5,36408.5,14033.5,6082.5,6558.5,11435,16608.5,1233,17409.5,27875,20057,23299.5,19014
17543,28555.5,19213,8353,12928.5,32147,36401.5,11115.5,16646,14011.5,20981,21678.5,21351.5,9843
27560.5,724.5,1538.5,7046.5,571,6797.5,10896.5,8212.5,27969,528,14585.5,33440,28040.5,2787.5
31119.5,29258,9321.5,32848,28000,27018.5,28235.5,30914,34555,16251.5,35204.5,25961,24065.5,14623.5
16139.5,29326,29174,21382.5,12029.5,12457,14060,25886,14529,28328,23668.5,23578.5,16813,2037.5
19807.5,1567.5,2519.5,17113.5,8108.5,2004,6682.5,15998,9414.5,6486.5,33803.5,33427,2557.5,21813.5
9784.5,17415.5,22885.5,6867.5,16375,25071.5,12707.5,13674.5,33445.5,6532,1514.5,14453.5,32391.5,26742.5
11101,18915,18296,23248,7816,5160,9889.5,25928.5,9930.5,32898,28729,30544.5,167,4377
14224,1750.5,5209.5,30005,4410,9985,34602.5,31179.5,2972,9029,28539.5,25125.5,9517,6970.5
19321,34544.5,36090.5,28699,19670.5,24165,16688,31402,24,33472.5,16740.5,13467,5103,18107.5
31233,17737.5,2219,34814.5,35708.5,25704,27418.5,34151.5,26229.5,9306.5,32614.5,35848,28573,30275
24746,36582,22736,9315.5,35014,28443.5,35582,17278,34062,36086,17535,31443.5,27791,30269
28742.5,35185,36489,24555.5,8656.5,12741,4769,30928.5,210,16854.5,25857,31562.5,20405,6229.5
34946.5,6893.5,13058.5,1304.5,631.5,14705.5,26104.5,1848.5,20724,8205,1685.5,23004.5,22020,18019.5
12289,13924,20613,11729,18912,31255,19449.5,16228.5,12187,20807,17632,19841,34524,4248.5
15375,32588,30808.5,29114.5,10342,4998.5,1566.5,30086,14153.5,6694.5,6935.5,22911,26437,8306
6174.5,11971.5,33289,29001,9414,11575,24690,27333.5,3806.5,34756.5,12742.5,1920,31132,20015
